#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
indoromename;Indo-Roman Empire's Name;;;;;;;;;x
indoroman_prev_emperor_sculpture_mastercraft_desc;The level of careful detail and effort put into this magnificent sculpture of [From.OriginalOwner.GetFirstName] clearly puts it up to the standards of even the finest Roman artifacts of old.;x
indoroman_prev_emperor_sculpture_decent;Sculpture of [From.OriginalOwner.GetFirstName] [From.OriginalOwner.GetOnlyDynastyName];x
indoroman_prev_emperor_sculpture_decent_desc;A decently crafted sculpture of [From.OriginalOwner.GetFirstName] [From.OriginalOwner.GetOnlyDynastyName].;x
indoroman_prev_emperor_sculpture_lowquality;Hideous Sculpture of [From.OriginalOwner.GetFirstName] [From.OriginalOwner.GetOnlyDynastyName];x
indoroman_prev_emperor_sculpture_lowquality_desc;A barely recognizable sculpture of [From.OriginalOwner.GetFirstName] [From.OriginalOwner.GetOnlyDynastyName].;x
employ_a_roman_sculptor;Commission a Sculpture;x
employ_a_roman_sculptor_desc; ;x
acquire_stabby_spatha;Acquire a Spatha;x
acquire_stabby_spatha_desc; ;x
title_indoroman_champion;Imperial Defensor;x
title_indoroman_champion_desc;Imperial Defensors are trained to be competitive and competent in equal measure. Often serving as diplomats and warlords answering directly to the Indo-Roman Emperor.;x
title_indoroman_personal_praetorian;Personal Praetorian;x
title_indoroman_personal_praetorian_desc;Personal Praetorians are the presumably loyal elite bodyguards of the Emperor.;x
title_romanoindian_magister_militum;Magister Militum;x
title_romanoindian_magister_militum_desc;Magister Militum: Latin for "Master of Soldiers" was a top-level military command used in the later Roman Empire, acting as a senior military officer, only second to the Emperor.;x
title_indo_roman_food_taster;Food Taster;Goûteur;Vorkoster;;Catador;;;;;;;;;x
title_indo_roman_food_taster_desc;Food tasters have the dubious pleasure of trying all dishes before their master has a bite...;Le goûteur jouit du plaisir aléatoire de tester tous les plats avant que ceux-ci ne soient servis à son maître...;Vorkoster haben das fragwürdige Vergnügen, alle Speisen zu probieren, bevor ihr Herr den ersten Bissen nimmt...;;Los catadores tienen el dudoso placer de catar todos los platos antes de que su amo los pruebe...;;;;;;;;;x
title_romanoindian_anthypatos;Proconsul;x
title_romanoindian_anthypatos_desc; ;x
title_romanoindian_caesar;Caesar;x
title_romanoindian_caesar_desc; ;x
title_romanoindian_hypatos;Consul;x
title_romanoindian_hypatos_desc; ;x
title_romanoindian_patrikios;Patrician;x
title_romanoindian_patrikios_desc; ;x
indoroman_imperial_government;Indo-Roman Imperial;
indoroman_imperial_government_desc;An Imperial government differs from its feudal counterpart by placing a larger focus on urban areas and a centralized court whose influence deeply affects internal politics. Councilors and Commanders hold a varying degree of influence, depending on their prestige and competence, which they can use to support or oppose the official heir of the Empire...;
EVTNAMEireevntten;Victory in the west!;x
EVTDESCireevntten;I have completed the great migration into the Yindu lands. After much conflict and cooperation with the the so-called 'son of heaven' in the Empire of Serica, the children of Rome have once more found themselves a land to call their own. Already, from our new capital of Romalus, expeditions are being planned by my generals to carve a path west, north, and even back east.;x
ireevntten.1;Let the generals have their fantasies, but the west is mine!;x
ireevntten.2;May [Root.Religion.GetRandomGodName] bless Britannicus' expedition!;x
ireevntten.3;Perhaps Walakrios' expedition will actually do some good for the empire...;x
ireevntten.4;There will be no expeditions! Not until we've consolidated our gains!;x
ir_finish_off_the_west;The remaining free Indian realms will be §Rinvaded immediately§W.;x
ir_join_britanon;Britannicus goes to conquer the §gnorthern steppe nomads§W.;x
ir_join_hektorios;Hektorios goes to conquer one of the §Mwestern regions§W.;x
ir_hektorios1;You will invade Persia, making it a permanent target for your expedition.;x
ir_hektorios2;You will invade Arabia, making it a permanent target for your expedition.;x
ir_hektorios3;You will invade Eastern Africa, making it a permanent target for your expedition.;x
ir_join_hektorios_persia;§RThis option will attract the attention of minor Vieti adventurers, causing the ranks of your expedition to swell slightly.§W;x
ir_join_wally;Walakrios will travel to §Ythe Chinese Empire§W.;x
ir_and_you_with_him;§FAnd you go with him...§W;x
ir_sad_generals;Your starry-eyed generals are disappointed.;x
ir_sad_hektorios;Hektorios is disappointed, mumbling something in a foreign tongue as he walks away with his head low.;x
ir_disable_expeditions;There will be no §YIndo-Roman Expeditions...§W;x
ir_the_bureaucrat_is_impressed;The bureaucrat raises an eyebrow, idly twirling his mustache as he does so. He slowly nods in acknowledgement, gesturing the translator to leave the two of you.;x
ir_flattered_generals;Your generals and legions will not forget your confidence in them.;x
ir_east_weast;East? I thought you said Weast.;x
ir_rescue_the_child;You rescue the child, wandering around the city and attempting to locate their parents for some time.;x
ir_rescue_the_child_latinizer;You initially scoff at the child, as any self-respecting sneering imperialist would.;x
ir_rescue_the_child_latinizer_2;§YBut what if...§W;x
ir_rescue_the_child_latinizer_3;§YI could Romanize them?§W;x
ir_rescue_the_child_latinizer_4;§YSurely that would prove the superiority of our culture, yes?§W;x
ir_rescue_the_child_latinizer_5;§YYes.§W;x
ir_rescue_the_child_latinizer_6;§YThis is a brilliant plan.§W;x
ir_rescue_the_child_latinizer_7;§YI will Romanize the population of China.§W;x
ir_rescue_the_child_latinizer_8;§YAll of them!§W;x
ir_rescue_the_child_latinizer_9;§YEvery last one!§W;x
ir_rescue_the_child_latinizer_10;§YI will teach them all to speak Latin!§W;x
ir_rescue_the_child_latinizer_11;§RThe [offmap_china.Ruler.Culture.GetName] language will be wiped off of China!§W;x
ir_rescue_the_child_latinizer_12;§RHahahahaha! Yes!§W;x
ir_rescue_the_child_latinizer_13;§RYes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes! Yes!§W;x
ir_han_city_falls;The city falls!;x
ir_we_defend_successfully;The [offmap_china.Ruler.Culture.GetName] forces are repelled!;x
ir_we_attack_successfully;The [offmap_china.Ruler.Culture.GetName] forces are defeated!;x
ir_invasion_continue;The invasion can continue.;x
ir_failure_not_an_option;§RFailure is not an option.§W;x
ir_oof_ow_owie;You're hit with several arrows.;x
ir_your_surgeons;§RYour surgeons will struggle to mend your injuries.§W;x
ir_courtiers_dislike_ambition;§RYour Expedition will not be pleased by your sudden pretendership.§W;x
ir_raider_ending;You and your legions return west, with a tremendous bounty of loot, slaves, and even some pandas.;x
ir_your_generals_learn;You explain to your officers that you intend to surpass if not outright conquer the Indo-Roman Empire. Each of your officers reacting differently.;x
ir_your_generals_dont_learn;The young officer skeptically squints at you for a moment, before reluctantly nodding in apology for speaking out of turn.;x
ir_cadius_sacrifice;Cadius confidently and unquestioningly leads his men on a charge, seemingly oblivious to the fact that the maneuver will almost certainly lead to the slaughter of his entire unit.;x
ir_chinese_strat;You mix Chinese and Roman strategy to ensure your victory.;x

ir_and_so_the_courier_who_cheated_death;You return to the west, and never look back.;x

ir_give_china_to_the_child;You go west to carve out your own celestial kingdom, leaving the east in the hands of one of your most loyal generals, and your adopted [wallyheir.GetSonDaughter].;x

ir_true_ending;You proclaim yourself first Celestial Augustus of the §LHeavenly Oriental Imperium§W.;x

ir_your_journey_ends;§RThis will be the end of your legendary journey.§W;x

ir_gaming_against_the_emperor;The [offmap_china.Ruler.Culture.GetName] [offmap_china.Ruler.GetEmperorEmpress] kicks your ass at weiqi.;x
ir_gaming_against_the_emperor_trait;You have a satisfying game of  weiqi against the [offmap_china.Ruler.Culture.GetName] [offmap_china.Ruler.GetEmperorEmpress].;x

EVTNAMEireevnteleven;The Eastern Expedition;x
EVTDESCireevnteleven;With the lands before the Indus firmly under Roman control, I've organized an expedition of some of my comrades from the guard, as well as some fellow veterans from the original conquests. Our destiny will be found not in the lands beyond the Arakanese, but in the celestial realm under heaven. May its treasures enrich our coffers, and may its trials strengthen our legions.;x
ireevnteleven.1;To the Orient! Carpe diem!;x
ireevnteleven.2;On second thought , let's not go to China. 'Tis a silly place.;x


EVTNAMEireevnttwelve;The Eastern Expedition;x
EVTDESCireevnttwelve;With our expedition on the move, we'll need to figure out which route we'll be taking back into the celestial realm. Some of my generals are already in the process of figuring out a relatively safe albeit slow path to the Chinese Empire, while some of my other generals are advocating that we go back the way we came, through the hills and mountains. Though the final decision falls on me.;x
ireevnttwelve.1;Through the mountains. What could go wrong?;x
ireevnttwelve.2;There's no rush. we'll take our time to find a better route.;x
ireevntfifteen.1;Rome is no stranger to foreign auxilia I suppose...;x
ireevntfifteen.2;Can you teach me Chinese strategy perchance?;x	
ireevntfifteen.3;You and your men would be better off serving the might of Rome!;x
ireevntfifteen.4;You're mistaken, my good man! My legions need no protection but their spathas.;x

madman_of_deccan;Madman of Deccan;x

vieti_seniores_massacred;Vieti Seniores Massacred;x
vieti_seniores_massacred_desc;This character recklessly sacrificed his entire retinue of elite Vieti Seniores in an attempt to ensure his own victory!;x

admires_roman_confidence;Admires Roman Confidence;x


distrusts_the_chinese;Distrusts the Chinese;x

romanoindian_opinion;Indo-Roman Opinion;x



EVTNAMEireevntsixteen;The Eastern Expedition;x
EVTDESCireevntsixteen;Our caravan of expeditionary troops has been marching nonstop these past few days. Our troops are clearly tired, and the sun is beginning to set. It's about time I gave the order to make camp for the night. My generals are already having sudes set up around the encampment.;x
ireevntsixteen.1;This would be a good opportunity to continue my writings.;x
ireevntsixteen.2;I guess I should learn more about Han dialect...;x
ireevntsixteen.3;Julian said that he was a fan of board games, didn't he?;x

EVTNAMEireevntseventeen;The Eastern Expedition;x
EVTDESCireevntseventeen;As the expedition inches ever closer to the Chinese capital, I've been occupying myself by writing down my own personal thoughts and questions into my journal. Questions that the priests in Romalus would not have allowed me to openly ask. Being able to think freely about the divine, without listening to dogmatic ramblings from our most corrupt preachers, truly a breath of fresh air.;x
EVTDESCireevntseventeen_B;As the expedition inches ever closer to the Chinese capital, I've been occupying myself by learning more about the various foreign tongues and dialects that one encounters while travelling across the silk road. So many different peoples with so many different manners of speech... The world truly is a big place. My eyes have been opened to sheer scale of mankind.;x
EVTDESCireevntseventeen_C;As the expedition inches ever closer to the Chinese capital, I've been occupying myself by playing board games with Julian and his officers. Comradeship of this degree was unheard of up until now... Our tent guards even started placing bets on our drunken skirmishes! Even Cadius tried to join us, before he broke down in a fit after reading through one of the introductory guidebooks.;x
ireevntseventeen.1;Ecce homo. Cogito, ergo sum.;x
ireevntseventeen.2;The descendants of Adam are too numerous to count.;x
ireevntseventeen.3;I didn't have the heart to tell him that were still two more...;x

EVTNAMEireevnteighteen;The Eastern Expedition;x
EVTDESCireevnteighteen;The journey deep into the heart of China has already proven to be one of the greatest decisions of my life. I have not known such a wondrous feeling of personal freedom since before Saegorius first gained dominion over the Viet. Not only that, but me and my men no longer need to fear for the consequences of speaking freely against the eccentricities of our ostensibly genius Imperator.;x
ireevnteighteen.1;I'm starting to wonder about him...;x

EVTNAMEireevntnineteen;The Eastern Expedition;x
EVTDESCireevntnineteen;The farther we get from the Saegorian Empire, the clearer I feel my head becoming. Without the Emperor's mad ramblings, I'm beginning to realise just how ridiculous the original objectives of our western incursion actually were. Surely Saegorius didn't think our horde would maintain enough organization and momentum to thunder itself all the way back to Italia, right?;x
ireevntnineteen.1;That's ridiculous! It's surprising we even got this far.;x

EVTNAMEireevnttwenty;The Eastern Expedition;x
EVTDESCireevnttwenty;Come to think of it... Aside from the admittedly monumentous achievement of politically unifying the disparate and divided Romano-Vieti, Emperor Saegorius has displayed himself to be an unreasonable, and even outright deranged leader of men. He promised to lead us back to Rome and Our Sea, but now he has already settled himself in his new capital among the Yindus...;x
ireevnttwenty.1;His promises were false! All lies! This was his plan from the start!;x
ireevnttwenty.2;Perhaps the 'Emperor' was just a really lucky madman after all...;x
ireevnttwenty.3;Mad or not, his achievements cannot be denied, He is Ultimus Romanorum!;x

EVTNAMEireevnttwentyone;The [offmap_china.GetFullName];x
EVTDESCireevnttwentyone;Our expedition has finally reached one of the great cities of the [offmap_china.GetFullName]. The Middle Kingdom's beautiful and oriental architecture, a stark contrast to our well-maintained yet still clearly foreign traditional arms and armor. The bulk of our force stands outside the city, almost as if preparing for a siege, though the [offmap_china.Ruler.GetEmperorEmpress] has surely been keeping track of our movements.;x
ireevnttwentyone.1;Then [offmap_china.Ruler.GetSheHe] knows I come with peaceful intentions.;x
ireevnttwentyone.2;Ready the onagers. Prepare for a [offmap_china.Ruler.Culture.GetName] response. I want this city.;x

EVTNAMEireevnttwentytwo;The [offmap_china.GetFullName];x
EVTDESCireevnttwentytwo;I am brought into a room alongside two of my elite Vieti Seniores. Before me sits a Chinese bureaucrat, with what I presume to be a translator standing beside him. The bureaucrat nods to the translator, gesturing him to begin the introductions.;x
ireevnttwentytwo.1;Let's begin.;x
ireevnttwentytwo.2;We won't be needing a translator, my lord, I can speak the [offmap_china.Ruler.Culture.GetName] tongue.;x


EVTNAMEireevnttwentythree;The [offmap_china.GetFullName];x
EVTDESCireevnttwentythree;'You may bring forth your proposal, and the [offmap_china.Ruler.GetChineseComplimentAdjective] [offmap_china.Ruler.GetTitle] will generously consider it.' The minister strokes his chin, awaiting my next action as though we were playing a board game.;x
ireevnttwentythree.1;Rome desires trade with the [offmap_china.Ruler.GetTitle].;x
ireevnttwentythree.2;Give me men and supplies, and I'll give your [offmap_china.Ruler.GetTitle] the Yindus.;x

EVTNAMEireevnttwentyfive;The Eastern Expedition's Return;x
EVTDESCireevnttwentyfive;That treasonous dog, Walakrios! He's marching back to Romalus with an army of disloyal Vieti Comitatenses and Chinese mercenaries! Even now, his expedition intends to ravage our new capital and bring us back to a dark age of Han inferiority! He must be stopped!;x
EVTDESCireevnttwentyfive_B;It appears Walakrios and his expedition were not a waste of resources after all! Even now, his expedition returns to the capital with a mutually beneficial trade deal with the good [offmap_china.Ruler.GetTitle] of [offmap_china.GetFullName]! It seems that our good relations with the son of Heaven will continue even in the Yindu lands.;x
EVTDESCireevnttwentyfive_C;It appears Walakrios and his expedition were not a waste of resources after all! Even now, his expedition returns to the capital with a legendary bounty of loot from deep within the Chinese heartland! The treasures of the Orient flow into our lands. The madman and his legions even brought back several caged pandas!;x
ireevnttwentyfive.1;The sons of Rome will plant the labarum upon his corpse!;x
ireevnttwentyfive.2;Heroes of Rome, one and all!;x

EVTNAMEireevnttwentysix;The Eastern Invasion;x
EVTDESCireevnttwentysix;In spite of my best efforts, the [offmap_china.Ruler.Culture.GetName] city continues to stubbornly resist our siege weapons. I have already lost several good centuries of men trying to scale the walls. The inhabitants have proven themselves far more dogged than initially thought...;x
EVTDESCireevnttwentysix_B;After much preparation and several failed scalings of the walls, the city has finally fallen to Roman arms. With this city under our control, the invasion of the east against the [offmap_china.Ruler.Culture.GetName] can finally be undertaken in earnest. The war for the Dragon Throne begins;x
ireevnttwentysix.1;Hopefully the city will fall before the Imperial army arrives...;x
ireevnttwentysix.2;Alea Iacta Est. This land is Roman.;x

EVTNAMEireevntquasitwentyseven;The Eastern Invasion;x
EVTDESCireevntquasitwentyseven;With the city conquered, I feel renewed confidence now that my army has a fort to call their own, even if we did some damage to the walls during the siege. I've given orders to my Vieti Seniores to patrol the streets to minimize looting and arrest any potential Imperial spies.;x
ireevntquasitwentyseven.1;Have the infantry refortify the walls. The Imperial army will soon be upon us.;x

EVTNAMEireevnttwentyseven;The Eastern Invasion;x
EVTDESCireevnttwentyseven;While walking through the empty streets, I encounter a small distressed child, tearfully babbling to me in the [offmap_china.Ruler.Culture.GetName] tongue. I look around, only seeing the patrols of my trusted veterans maintaining order among the ranks and locals alike.;x
EVTDESCireevnttwentyseven_B;While walking through the empty streets, I encounter a small distressed [offmap_china.Ruler.Culture.GetName] child, tearfully pleading with me to help find their parents. Ever since I learned the [offmap_china.Ruler.Culture.GetName] tongue, I've been sobered by the realisation that they're human as I am.;x
ireevnttwentyseven.1;I can't waste time talking to locals. I need to get to the citadel.;x
ireevnttwentyseven.2;If only we could teach it to speak Latin...;x
ireevnttwentyseven.3;I can't promise that we'll find your parents, but we'll try.;x


EVTNAMEireevnttwentyeight;The Eastern Invasion;x
EVTDESCireevnttwentyeight;I'm discussing our strategy against the oncoming [offmap_china.Ruler.Culture.GetName] army with my generals while my newly adopted [wallyheir.GetSonDaughter] wanders around the room while wearing my helmet. Details on our tactics and plans are discussed in full. Suddenly, a relatively young commander by our standards, raises his hand, asking a single strange question. 'Legatus, what exactly are we fighting for here?';x
EVTDESCireevnttwentyeight_B;I'm discussing our strategy against the oncoming [offmap_china.Ruler.Culture.GetName] army with my generals. Details on our tactics and plans are discussed in full. My officers seem satisfied by my grand strategy to win this war. However, one of them, a relatively young commander by our standards, raises his hand, asking a single strange question. 'Legatus, what exactly are we fighting for here?';x
ireevnttwentyeight.1;An empire to surpass the old Rome obviously! What are you implying?;x
ireevnttwentyeight.2;Truthfully? An empire to surpass the Saegorian Rome.;x

EVTNAMEireevnttwentynine;The Eastern Invasion;x
EVTDESCireevnttwentynine;The massive [offmap_china.Ruler.Culture.GetName] army arrives, its forces surrounding the city from all sides. I know this battle will not be an easy one. Should we fail to repel this army, we will certainly be annihilated. Even if we hold them off, I'm not sure how we'll turn the tide against this massive force... Perhaps I didn't think this plan through as much as I thought I did...;x
ireevnttwentynine.1;We hold the walls, no matter what comes.;x
ireevnttwentynine.2;There is a tactic I could employ, but it would undoubtedly cost us the seniores.;x

EVTNAMEireevntthirty;The Eastern Invasion;x
EVTDESCireevntthirty;We repel assault after assault, but the [offmap_china.Ruler.Culture.GetName] army is persistent and organized. Their leaders are aggressive and coordinated. We are eventually pushed back to the citadel, and soon even our elite Vieti Seniores are slaughtered to a man. I am eventually forced to hurl myself over the walls to evade capture, shattering one of my legs and fleeing with the few other survivors.;x
EVTDESCireevntthirty_B;We repel assault after assault, making several strategic sacrifices to defend the city. The [offmap_china.Ruler.Culture.GetName] army is persistent and organized, but ultimately, after losing and reclaiming several districts, a portion of the enemy army is cut down and encircled inside the city. In spite of the heavy casualties we've inflicted, I know we won't be able to fight off the entire army at this rate.;x
ireevntthirty.1;Curse [Root.Religion.GetRandomGodName]! Curse [Root.Religion.GetHighGodName] for abandoning me!;x
ireevntthirty.2;Even then... [Root.Religion.GetHighGodName] is clearly on our side.;x

EVTNAMEireevntthirtyone;The Eastern Invasion;x
EVTDESCireevntthirtyone;We repel assault after assault, but the [offmap_china.Ruler.Culture.GetName] army is persistent and organized. Their leaders are aggressive and coordinated. We are eventually pushed back to the citadel, and soon even our elite Vieti Seniores are slaughtered to a man. I am eventually forced to hurl myself over the walls to evade capture, shattering one of my legs and fleeing with the few other survivors.;x
EVTDESCireevntthirtyone_B;We repel assault after assault, making several strategic sacrifices to defend the city. The [offmap_china.Ruler.Culture.GetName] army is persistent and organized, but ultimately, after losing and reclaiming several districts, a portion of the enemy army is encircled inside the city and cut down. In spite of the heavy casualties we've inflicted, I know we won't be able to fight off the entire army.;x
ireevntthirtyone.1;Curse [Root.Religion.GetRandomGodName]! Curse [Root.Religion.GetHighGodName] for abandoning me!;x
ireevntthirtyone.2;Even then... [Root.Religion.GetHighGodName] is clearly on our side.;x

EVTNAMEireevntthirtythree;The Eastern Invasion;x
EVTDESCireevntthirtythree;The war for the Dragon Throne felt like it was doomed to end before it could even begin, yet when all hope seemed lost, a majority of the [offmap_china.Ruler.Culture.GetName] army retreated, seemingly for no reason. Could it be allied reinforcements? Out here? No... Something else... A trap? Why now? They almost had us. Regardless, once the main force was long gone, we sallied out to face our remaining attackers.;x
ireevntthirtythree.1;We were victorious, naturally.;x


EVTNAMEireevntthirtytwo;The Eastern Invasion;x
EVTDESCireevntthirtytwo;A mass funeral was held for our fallen soldiers who defended the walls during the siege. Casualties were heavy. The funeral pyres illuminate the field upon which we stand. Within the gathered crowd, my legions gaze stoically into the blazing inferno before them, the silence is deafening, only occasionally broken by the stifled lamentations of the the odd soldier.;x
EVTDESCireevntthirtytwo_B;A mass funeral was held for our fallen legions who charged out during the siege. Casualties were heavy. The funeral pyres illuminate the field upon which we stand. 'You traitor!' A voice from the crowd shouts 'You've sacrificed the heroes of Rome to forge your own despotate!' I turn around, preparing to order their punishment, only to see Julian, staring hatefully towards me.;x
