#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#By Nick Robertson

ca_culture_group_carthaginian_4_desc;In addition to being bred for war, elephants have become prolific enough in this province to once again be used in the arena, to the delight of the commoners.;En plus d'être élevés pour la guerre, les éléphants sont devenus suffisamment prolifiques dans cette province pour être à nouveau utilisés dans l'arène, pour le plus grand plaisir des roturiers.;Elefanten werden nicht nur für den Krieg gezüchtet, sondern sind in dieser Provinz auch so produktiv geworden, dass sie zur Freude der Bürger wieder in der Arena eingesetzt werden können.;;Además de ser criados para la guerra, los elefantes se han vuelto lo suficientemente prolíficos en esta provincia como para volver a ser utilizados en la arena, para deleite de los plebeyos.;;;;;;;;;x

ca_culture_group_phoenician_coastal_1;Phoenician Port;Port Phénicien;Phönizischer Hafen;;Puerto Fenicio;;;;;;;;;x
ca_culture_group_phoenician_coastal_2;Phoenician Port;Port Phénicien;Phönizischer Hafen;;Puerto Fenicio;;;;;;;;;x
ca_culture_group_phoenician_coastal_3;Phoenician Port;Port Phénicien;Phönizischer Hafen;;Puerto Fenicio;;;;;;;;;x
ca_culture_group_phoenician_coastal_4;Phoenician Port;Port Phénicien;Phönizischer Hafen;;Puerto Fenicio;;;;;;;;;x
ca_culture_group_phoenician_coastal_1_desc;A cosmopolitan blending of cultures and goods, anything that is not bought or sold within these walls is not worth knowing. In times of war, the merchants freely offer the assistance of their guards and vessels to the realm.;Mélange cosmopolite de cultures et de biens, tout ce qui ne s'achète ou ne se vend pas dans ces murs ne vaut pas la peine d'être connu. En temps de guerre, les marchands offrent librement l'assistance de leurs gardes et navires au royaume.;Eine kosmopolitische Mischung von Kulturen und Waren, alles, was nicht innerhalb dieser Mauern gekauft oder verkauft wird, ist nicht wissenswert. In Kriegszeiten bieten die Kaufleute dem Reich freiwillig ihre Wachen und Schiffe an.;;Una mezcla cosmopolita de culturas y bienes, todo lo que no se compra o vende dentro de estos muros no vale la pena conocerlo. En tiempos de guerra, los mercaderes ofrecen libremente la ayuda de sus guardias y naves al reino.;;;;;;;;;x

ca_culture_group_phoenician_inland_1;Phoenician Market;Marché Phénicien;Phönizischer Markt;;Mercado Fenicio;;;;;;;;;x
ca_culture_group_phoenician_inland_2;Phoenician Market;Marché Phénicien;Phönizischer Markt;;Mercado Fenicio;;;;;;;;;x
ca_culture_group_phoenician_inland_3;Phoenician Market;Marché Phénicien;Phönizischer Markt;;Mercado Fenicio;;;;;;;;;x
ca_culture_group_phoenician_inland_4;Phoenician Market;Marché Phénicien;Phönizischer Markt;;Mercado Fenicio;;;;;;;;;x
ca_culture_group_phoenician_inland_1_desc;When Phoenician traders settle in the inlands, up rivers and along major trade routes, the construction of a central plaza surrounded by walls marks the foundations of a new settlement. Such markets attract customers from all over, and mercenaries can be found speaking a thousand different tongues in any Phoenician settlement of any note.;Lorsque les commerçants phéniciens s'installent à l'intérieur des terres, en amont des rivières et le long des grandes routes commerciales, la construction d'une place centrale entourée de murs marque les fondations d'une nouvelle colonie. De tels marchés attirent des clients de partout, et des mercenaires peuvent être trouvés parlant mille langues différentes dans n'importe quelle colonie phénicienne de quelque importance.;Wenn sich phönizische Händler im Landesinneren, flussaufwärts und entlang wichtiger Handelsrouten ansiedeln, markiert der Bau eines zentralen, von Mauern umgebenen Platzes den Grundstein für eine neue Siedlung. Solche Märkte ziehen Kunden aus aller Welt an, und Söldner sprechen in jeder nennenswerten phönizischen Siedlung tausend verschiedene Sprachen.;;Cuando los comerciantes fenicios se asientan en el interior, río arriba ya lo largo de las principales rutas comerciales, la construcción de una plaza central rodeada de murallas marca los cimientos de un nuevo asentamiento. Estos mercados atraen a clientes de todas partes, y se pueden encontrar mercenarios hablando mil idiomas diferentes en cualquier asentamiento fenicio de cualquier importancia.;;;;;;;;;x

ca_culture_group_punic_group_1;Punic Garrison;Garnison Punique;Punische Garnison;;Guarnición Púnica;;;;;;;;;x
ca_culture_group_punic_group_2;Punic Garrison;Garnison Punique;Punische Garnison;;Guarnición Púnica;;;;;;;;;x
ca_culture_group_punic_group_3;Punic Garrison;Garnison Punique;Punische Garnison;;Guarnición Púnica;;;;;;;;;x
ca_culture_group_punic_group_4;Punic Garrison;Garnison Punique;Punische Garnison;;Guarnición Púnica;;;;;;;;;x
ca_culture_group_punic_group_1_desc;Wherever the sons of Tyre make their home, they draw friends and allies from the hinterlands to serve as auxiliaries, while a strong tradition of naval service renders many marines avaliable for any settlement's defence.;Partout où les fils de Tyr habitent, ils attirent des amis et des alliés de l'arrière-pays pour servir d'auxiliaires, tandis qu'une solide tradition de service naval rend de nombreux marines disponibles pour la défense de n'importe quelle colonie.;Wo immer die Söhne von Tyrus zu Hause sind, ziehen sie Freunde und Verbündete aus dem Hinterland als Hilfstruppen heran, während eine starke Tradition des Seedienstes viele Seesoldaten für die Verteidigung jeder Siedlung verfügbar macht.;;Dondequiera que los hijos de Tiro establezcan su hogar, atraen a amigos y aliados del interior para que les sirvan como auxiliares, mientras que una fuerte tradición de servicio naval hace que muchos infantes de marina estén disponibles para la defensa de cualquier asentamiento.;;;;;;;;;x

ca_culture_group_etruscan_1;Crested Helm Barracks;Caserne de Helm à Crête;Helm mit Haube Kaserne;;Cuartel de Yelmos Crestados;;;;;;;;;x
ca_culture_group_etruscan_2;Crested Helm Barracks;Caserne de Helm à Crête;Helm mit Haube Kaserne;;Cuartel de Yelmos Crestados;;;;;;;;;x
ca_culture_group_etruscan_3;Crested Helm Barracks;Caserne de Helm à Crête;Helm mit Haube Kaserne;;Cuartel de Yelmos Crestados;;;;;;;;;x
ca_culture_group_etruscan_4;Crested Helm Barracks;Caserne de Helm à Crête;Helm mit Haube Kaserne;;Cuartel de Yelmos Crestados;;;;;;;;;x
ca_culture_group_etruscan_1_desc;Those in direct service to a local lord may be recognised by their distinctive helmets, with the right to grant such tokens being one of the most jealously guarded feudal privleges. To be entitled to grant such a boon, however, a lord must be able to house of feed such servants, which this barracks does in style.;Ceux qui sont au service direct d'un seigneur local peuvent être reconnus par leurs casques distinctifs, le droit d'accorder de tels jetons étant l'un des privilèges féodaux les plus jalousement gardés. Pour avoir le droit d'accorder une telle aubaine, cependant, un seigneur doit être en mesure de loger ou de nourrir de tels serviteurs, ce que cette caserne fait avec style.;Diejenigen, die in direkten Diensten eines örtlichen Lords stehen, können an ihren unverwechselbaren Helmen erkannt werden, wobei das Recht, solche Zeichen zu verleihen, eines der am eifersüchtigsten gehüteten feudalen Privilegien ist. Um einen solchen Segen gewähren zu dürfen, muss ein Lord jedoch in der Lage sein, solche Diener zu beherbergen oder zu ernähren, was diese Kaserne mit Stil tut.;;Los que están al servicio directo de un señor local pueden ser reconocidos por sus cascos distintivos, siendo el derecho a otorgar dichos símbolos uno de los privilegios feudales más celosamente guardados. Sin embargo, para tener derecho a otorgar tal bendición, un señor debe poder albergar o alimentar a tales sirvientes, lo que este cuartel hace con estilo.;;;;;;;;;x

ca_culture_group_pre_indo_european_group_1;Slinger Range;Gamme Slinger;Slinger-Bereich;;Gama de Eslingas;;;;;;;;;x
ca_culture_group_pre_indo_european_group_2;Slinger Range;Gamme Slinger;Slinger-Bereich;;Gama de Eslingas;;;;;;;;;x
ca_culture_group_pre_indo_european_group_3;Slinger Range;Gamme Slinger;Slinger-Bereich;;Gama de Eslingas;;;;;;;;;x
ca_culture_group_pre_indo_european_group_4;Slinger Range;Gamme Slinger;Slinger-Bereich;;Gama de Eslingas;;;;;;;;;x
ca_culture_group_pre_indo_european_group_1_desc;While many of our people are adept slingers, if we are to overcome our enemies in times of war they must become better still. A bullet from a sling that would fell a deer may bounce of an armoured soldier - we must be able to strike them faster and harder still in their armours gaps.;Alors que beaucoup de nos gens sont d'habiles frondeurs, si nous voulons vaincre nos ennemis en temps de guerre, ils doivent encore s'améliorer. Une balle de fronde qui abattrait un cerf peut rebondir sur un soldat en armure - nous devons être capables de les frapper plus vite et plus fort encore dans leurs lacunes d'armures.;Viele unserer Leute sind zwar geschickte Schleuderer, aber wenn wir unsere Feinde in Kriegszeiten besiegen wollen, müssen sie noch besser werden. Eine Kugel aus einer Schleuder, die ein Reh zu Fall bringen würde, kann von einem gepanzerten Soldaten abprallen – wir müssen in der Lage sein, sie noch schneller und härter in ihren Rüstungslücken zu treffen.;;Si bien muchos de los nuestros son expertos honderos, si queremos vencer a nuestros enemigos en tiempos de guerra, deben mejorar aún más. Una bala de una honda que derribaría a un ciervo puede rebotar en un soldado con armadura: debemos ser capaces de golpearlos más rápido y con más fuerza aún en los espacios de sus armaduras.;;;;;;;;;x

ca_culture_gallic_1;Trimarkisian Knights;Chevaliers Trimarkisiens;Trimarkisische Ritter;;Caballeros Trimarkisianos;;;;;;;;;x
ca_culture_gallic_2;Trimarkisian Knights;Chevaliers Trimarkisiens;Trimarkisische Ritter;;Caballeros Trimarkisianos;;;;;;;;;x
ca_culture_gallic_3;Trimarkisian Knights;Chevaliers Trimarkisiens;Trimarkisische Ritter;;Caballeros Trimarkisianos;;;;;;;;;x
ca_culture_gallic_4;Trimarkisian Knights;Chevaliers Trimarkisiens;Trimarkisische Ritter;;Caballeros Trimarkisianos;;;;;;;;;x
ca_culture_gallic_1_desc;Accompanied on the battlefield by their two most favoured servants - often sons of other nobles acting as squires - the Gallic knights are heavily armoured and nearly impossible to stop, able to ride down nearly any foe. Should the knight be dismounted or fall, his attendants readily step in to fill the void.;Accompagnés sur le champ de bataille par leurs deux serviteurs les plus favorisés - souvent des fils d'autres nobles agissant comme écuyers - les chevaliers gaulois sont lourdement armés et presque impossibles à arrêter, capables d'écraser presque n'importe quel ennemi. Si le chevalier est démonté ou tombe, ses serviteurs interviennent facilement pour combler le vide.;Auf dem Schlachtfeld begleitet von ihren beiden beliebtesten Dienern – oft Söhne anderer Adliger, die als Knappen fungieren – sind die gallischen Ritter schwer gepanzert und fast unaufhaltsam und in der Lage, fast jeden Feind niederzureiten. Sollte der Ritter absteigen oder stürzen, springen seine Begleiter bereitwillig ein, um die Lücke zu füllen.;;Acompañados en el campo de batalla por sus dos sirvientes favoritos, a menudo hijos de otros nobles que actúan como escuderos, los caballeros galos están fuertemente armados y son casi imposibles de detener, capaces de derrotar a casi cualquier enemigo. Si el caballero es desmontado o cae, sus asistentes intervienen rápidamente para llenar el vacío.;;;;;;;;;x

ca_culture_group_galatian_1;Galatian Sword Smithy;Forge d'épées Galates;Galatische Schwertschmiede;;Herrería de espadas de Galacia;;;;;;;;;x
ca_culture_group_galatian_2;Galatian Sword Smithy;Forge d'épées Galates;Galatische Schwertschmiede;;Herrería de espadas de Galacia;;;;;;;;;x
ca_culture_group_galatian_3;Galatian Sword Smithy;Forge d'épées Galates;Galatische Schwertschmiede;;Herrería de espadas de Galacia;;;;;;;;;x
ca_culture_group_galatian_4;Galatian Sword Smithy;Forge d'épées Galates;Galatische Schwertschmiede;;Herrería de espadas de Galacia;;;;;;;;;x
ca_culture_group_galatian_1_desc;Celtic ironworking is the best in the known world. Here, free men are able to get their weapons sharpened and reforged in the event of war, and travellers seeking to understand the Galatian art flock from all over.;La ferronnerie celtique est la meilleure du monde connu. Ici, les hommes libres peuvent faire aiguiser et reforger leurs armes en cas de guerre, et les voyageurs cherchant à comprendre l'art galate affluent de partout.;Die keltische Eisenverarbeitung ist die beste der bekannten Welt. Hier können freie Männer ihre Waffen im Kriegsfall schärfen und neu schmieden lassen, und Reisende, die die galatische Kunst verstehen wollen, strömen von überall her.;;El trabajo del hierro celta es el mejor del mundo conocido. Aquí, los hombres libres pueden afilar y volver a forjar sus armas en caso de guerra, y los viajeros que buscan comprender el arte de Galacia acuden de todas partes.;;;;;;;;;x

ca_culture_group_dacian_1;Axemen Quarters;Quartiers des Hache;Axtmänner-Viertel;;Cuartos de Hacheros;;;;;;;;;x
ca_culture_group_dacian_2;Axemen Quarters;Quartiers des Hache;Axtmänner-Viertel;;Cuartos de Hacheros;;;;;;;;;x
ca_culture_group_dacian_3;Axemen Quarters;Quartiers des Hache;Axtmänner-Viertel;;Cuartos de Hacheros;;;;;;;;;x
ca_culture_group_dacian_4;Axemen Quarters;Quartiers des Hache;Axtmänner-Viertel;;Cuartos de Hacheros;;;;;;;;;x
ca_culture_group_dacian_1_desc;Knowing no fear, Dacian and Thracian axemen hew holes in the enemy line for the rest of the army to plunge into. In these rough quarters they train, spar, and prepare for their next onslaught.;Ne connaissant aucune peur, les hommes à la hache daces et thraces creusent des trous dans la ligne ennemie pour que le reste de l'armée puisse s'y plonger. Dans ces quartiers difficiles, ils s'entraînent, s'entraînent et se préparent pour leur prochain assaut.;Dakische und thrakische Axtkämpfer kennen keine Angst und hauen Löcher in die feindliche Linie, in die der Rest der Armee hineinstoßen kann. In diesen rauen Quartieren trainieren sie, trainieren und bereiten sich auf ihren nächsten Angriff vor.;;Sin conocer el miedo, los hacheros dacios y tracios abren agujeros en la línea enemiga para que el resto del ejército se sumerja en ellos. En estos duros barrios entrenan, entrenan y se preparan para su próximo ataque.;;;;;;;;;x

ca_culture_istrogothic_1;Gothic Cavalry Lodge;Cavalerie Gothique;Gotische Kavallerie;;Caballería Gótica;;;;;;;;;x
ca_culture_istrogothic_2;Gothic Cavalry Lodge;Cavalerie Gothique;Gotische Kavallerie;;Caballería Gótica;;;;;;;;;x
ca_culture_istrogothic_3;Gothic Cavalry Lodge;Cavalerie Gothique;Gotische Kavallerie;;Caballería Gótica;;;;;;;;;x
ca_culture_istrogothic_4;Gothic Cavalry Lodge;Cavalerie Gothique;Gotische Kavallerie;;Caballería Gótica;;;;;;;;;x
ca_culture_istrogothic_1_desc;Modelled on Scythian and steppe traditions, these nobles spend their time honing their skills on hunts and ritualised duels. This lodge acts as a outpost into the wilderness to enable such pursuits, creating some of the finest cavalry known in the world.;Modelés sur les traditions scythes et steppiques, ces nobles passent leur temps à perfectionner leurs compétences lors de chasses et de duels ritualisés. Ce lodge agit comme un avant-poste dans le désert pour permettre de telles poursuites, créant l'une des meilleures cavaleries connues au monde.;Nach dem Vorbild der Skythen- und Steppentraditionen verbringen diese Adligen ihre Zeit damit, ihre Fähigkeiten bei Jagden und ritualisierten Duellen zu verbessern. Diese Lodge fungiert als Außenposten in der Wildnis, um solche Aktivitäten zu ermöglichen, und stellt einige der besten Kavalleristen der Welt her.;;Siguiendo el modelo de las tradiciones escitas y esteparias, estos nobles dedican su tiempo a perfeccionar sus habilidades en cacerías y duelos ritualizados. Este albergue actúa como un puesto de avanzada en el desierto para permitir tales actividades, creando algunas de las mejores caballerías conocidas en el mundo.;;;;;;;;;x

ca_culture_vandal_1;Vandal Camp;Camp de Vandales;Vandalenlager;;Campamento de Vándalos;;;;;;;;;x
ca_culture_vandal_2;Vandal Camp;Camp de Vandales;Vandalenlager;;Campamento de Vándalos;;;;;;;;;x
ca_culture_vandal_3;Vandal Camp;Camp de Vandales;Vandalenlager;;Campamento de Vándalos;;;;;;;;;x
ca_culture_vandal_4;Vandal Camp;Camp de Vandales;Vandalenlager;;Campamento de Vándalos;;;;;;;;;x
ca_culture_vandal_1_desc;Vandal free men concentrate here for celebration, competition, trading - and war.;Les hommes libres de vandales se concentrent ici pour la fête, la compétition, le commerce - et la guerre.;Vandalenfreie Männer konzentrieren sich hier auf Feiern, Wettkämpfe, Handel und Krieg.;;Los hombres libres de vándalos se concentran aquí para la celebración, la competencia, el comercio y la guerra.;;;;;;;;;x

ca_culture_icenian_1;Chariot Workshop;Atelier de Chars;Streitwagen-Werkstatt;;Taller de Carros;;;;;;;;;x
ca_culture_icenian_2;Chariot Workshop;Atelier de Chars;Streitwagen-Werkstatt;;Taller de Carros;;;;;;;;;x
ca_culture_icenian_3;Chariot Workshop;Atelier de Chars;Streitwagen-Werkstatt;;Taller de Carros;;;;;;;;;x
ca_culture_icenian_4;Chariot Workshop;Atelier de Chars;Streitwagen-Werkstatt;;Taller de Carros;;;;;;;;;x
ca_culture_icenian_1_desc;Here the ancient art of Briton's weaponsmiths is still respected. Kings and their greatest warriors still ride to battle amid a grand chariot, standing head and shoulders above all lesser men.;Ici, l'art ancien des forgerons d'armes britanniques est toujours respecté. Les rois et leurs plus grands guerriers chevauchent toujours au combat au milieu d'un grand char, debout tête et épaules au-dessus de tous les hommes inférieurs.;Hier wird die alte Kunst der britischen Waffenschmiede noch respektiert. Könige und ihre größten Krieger reiten immer noch inmitten eines großen Streitwagens in die Schlacht und stehen Kopf und Schultern über allen geringeren Männern.;;Aquí todavía se respeta el antiguo arte de los armeros británicos. Los reyes y sus mejores guerreros todavía cabalgan a la batalla en medio de un gran carro, de pie con la cabeza y los hombros por encima de todos los hombres menores.;;;;;;;;;x

ca_culture_wusun_1;Wusun Free Field;Champ Libre de Wusun;Freies Wusun-Feld;;Campo Libre de Wusun;;;;;;;;;x
ca_culture_wusun_2;Wusun Free Field;Champ Libre de Wusun;Freies Wusun-Feld;;Campo Libre de Wusun;;;;;;;;;x
ca_culture_wusun_3;Wusun Free Field;Champ Libre de Wusun;Freies Wusun-Feld;;Campo Libre de Wusun;;;;;;;;;x
ca_culture_wusun_4;Wusun Free Field;Champ Libre de Wusun;Freies Wusun-Feld;;Campo Libre de Wusun;;;;;;;;;x
ca_culture_wusun_1_desc;Any person may graze their horses, free of charge, in the Free Field. The only cost is that to do so is to swear to answer the summons to war - refusal meaning exile or death.;Toute personne peut faire paître gratuitement ses chevaux dans le Champ Libre. Le seul prix à payer est de jurer de répondre à l'appel à la guerre - un refus signifiant l'exil ou la mort.;Jede Person kann ihre Pferde kostenlos auf der Freiwiese weiden lassen. Der einzige Preis dafür ist, dass man schwören muss, der Vorladung zum Krieg Folge zu leisten – Verweigerung bedeutet Verbannung oder Tod.;;Cualquier persona puede pastar sus caballos, de forma gratuita, en el Campo Libre. El único costo es que hacerlo es jurar responder a la llamada a la guerra - la negativa significa exilio o muerte.;;;;;;;;;x

ca_culture_bactrian_group_1;Tarim Guards;Gardes Tarim;Tarim-Wächter;;Guardias Tarim;;;;;;;;;x
ca_culture_bactrian_group_2;Tarim Guards;Gardes Tarim;Tarim-Wächter;;Guardias Tarim;;;;;;;;;x
ca_culture_bactrian_group_3;Tarim Guards;Gardes Tarim;Tarim-Wächter;;Guardias Tarim;;;;;;;;;x
ca_culture_bactrian_group_4;Tarim Guards;Gardes Tarim;Tarim-Wächter;;Guardias Tarim;;;;;;;;;x
ca_culture_bactrian_group_1_desc;The oasis cities of the Tarim basin are sparse and isolated - while Greek phalanxes keep order in the markets, the outlying lands are keep free from raiders by dedicated cavalry archers. At times of war, when the two march together, enemies are enveloped and pushed onto the spearpoint by the cavalry.;Les villes oasis du bassin du Tarim sont clairsemées et isolées - tandis que les phalanges grecques maintiennent l'ordre sur les marchés, les terres périphériques sont protégées des pillards par des archers de cavalerie dévoués. En temps de guerre, lorsque les deux marchent ensemble, les ennemis sont enveloppés et poussés sur la pointe de lance par la cavalerie.;Die Oasenstädte des Tarim-Beckens sind spärlich und isoliert – während griechische Phalanaxen auf den Märkten für Ordnung sorgen, werden die abgelegenen Länder von engagierten Kavallerie-Bogenschützen vor Angreifern bewahrt. In Kriegszeiten, wenn die beiden zusammen marschieren, werden Feinde von der Kavallerie umhüllt und auf die Speerspitze gestoßen.;;Las ciudades oasis de la cuenca del Tarim son escasas y están aisladas; mientras que las falanges griegas mantienen el orden en los mercados, las tierras periféricas se mantienen libres de invasores gracias a los dedicados arqueros de caballería. En tiempos de guerra, cuando los dos marchan juntos, los enemigos son envueltos y empujados hacia la punta de lanza por la caballería.;;;;;;;;;x

ca_culture_caucasian_group_1;Causcasian Cave Caches;Caches des Grottes ;Kaukasische Höhlenverstecke;;Cachés de Cuevas;;;;;;;;;x
ca_culture_caucasian_group_2;Causcasian Cave Caches;Caches des Grottes ;Kaukasische Höhlenverstecke;;Cachés de Cuevas;;;;;;;;;x
ca_culture_caucasian_group_3;Causcasian Cave Caches;Caches des Grottes ;Kaukasische Höhlenverstecke;;Cachés de Cuevas;;;;;;;;;x
ca_culture_caucasian_group_4;Causcasian Cave Caches;Caches des Grottes ;Kaukasische Höhlenverstecke;;Cachés de Cuevas;;;;;;;;;x
ca_culture_caucasian_group_1_desc;To deter attempts to invade, caves across this holding have be lined with caches of supplies and weapons - any invader will find themselves surrounded by enemies from all sides.;Pour dissuader les tentatives d'invasion, les grottes de cette propriété ont été bordées de caches de fournitures et d'armes - tout envahisseur se retrouvera entouré d'ennemis de tous côtés.;Um Invasionsversuche abzuwehren, wurden Höhlen in diesem Besitz mit Lagern für Vorräte und Waffen gesäumt - jeder Eindringling wird von Feinden von allen Seiten umzingelt sein.;;Para disuadir los intentos de invasión, las cuevas a lo largo de esta propiedad se han alineado con escondites de suministros y armas: cualquier invasor se verá rodeado de enemigos por todos lados.;;;;;;;;;x

ca_culture_ancient_egyptian_1;Nile Archery Range;Champ de tir à l'arc du Nil;Nil-Bogenschießplatz;;Campo de tiro con Arco del Nilo;;;;;;;;;x
ca_culture_ancient_egyptian_2;Nile Archery Range;Champ de tir à l'arc du Nil;Nil-Bogenschießplatz;;Campo de tiro con Arco del Nilo;;;;;;;;;x
ca_culture_ancient_egyptian_3;Nile Archery Range;Champ de tir à l'arc du Nil;Nil-Bogenschießplatz;;Campo de tiro con Arco del Nilo;;;;;;;;;x
ca_culture_ancient_egyptian_4;Nile Archery Range;Champ de tir à l'arc du Nil;Nil-Bogenschießplatz;;Campo de tiro con Arco del Nilo;;;;;;;;;x
ca_culture_ancient_egyptian_1_desc;We would conquer the world, so that all can know our wise rule. Our enemies will be struck down; night and darkness will take them. The sands will be stained red. All this will come to pass, for it has been decreed. So it is written. So it shall be.;Nous voudrions conquérir le monde, afin que tous puissent connaître notre sage règle. Nos ennemis seront abattus ; la nuit et les ténèbres les prendront. Le sable sera teinté de rouge. Tout cela arrivera, car cela a été décrété. C'est donc écrit. Ainsi en sera-t-il.;Wir würden die Welt erobern, damit alle unsere weise Regel kennen. Unsere Feinde werden niedergeschlagen; Nacht und Finsternis werden sie einnehmen. Der Sand wird rot gefärbt. All dies wird geschehen, denn es ist verfügt worden. So steht es geschrieben. So sei es.;;Conquistaríamos el mundo, para que todos puedan conocer nuestra sabia regla. Nuestros enemigos serán derribados; la noche y las tinieblas se los llevarán. Las arenas se teñirán de rojo. Todo esto sucederá, porque está decretado. Así está escrito. Así será.;;;;;;;;;x

ca_culture_indogreek_1;Grey Phalanx Trainers;Baskets Grises Phalanx;Graue Phalanx-Trainer;;Deportivas Phalanx Grises;;;;;;;;;x
ca_culture_indogreek_2;Grey Phalanx Trainers;Baskets Grises Phalanx;Graue Phalanx-Trainer;;Deportivas Phalanx Grises;;;;;;;;;x
ca_culture_indogreek_3;Grey Phalanx Trainers;Baskets Grises Phalanx;Graue Phalanx-Trainer;;Deportivas Phalanx Grises;;;;;;;;;x
ca_culture_indogreek_4;Grey Phalanx Trainers;Baskets Grises Phalanx;Graue Phalanx-Trainer;;Deportivas Phalanx Grises;;;;;;;;;x
