#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Translations done by PKZB

#religions
targitaos;Targitaos;Targitaos;Targitaos;;Targitaos;;;;;;;;;x
scythian_dark_god;???;???;???;;???;;;;;;;;;x

#Khaldic details
khaldic_scripture;???;???;???;;???;;;;;;;;;x
khaldi;Khaldi;Khaldi;Khaldi;;Khaldi;;;;;;;;;x
shivini;Shivini;Shivini;Shivini;;Shivini;;;;;;;;;x
theispas;Theispas;Theispas;Theispas;;Theispas;;;;;;;;;x
arubani;Arubani;Arubani;Arubani;;Arubani;;;;;;;;;x
dsvininaue;Dsvininaue;Dsvininaue;Dsvininaue;;Dsvininaue;;;;;;;;;x
epaninaue;Epaninaue;Epaninaue;Epaninaue;;Epaninaue;;;;;;;;;x
bagvarti;Bagvarti;Bagvarti;Bagvarti;;Bagvarti;;;;;;;;;x
huba;Huba;Huba;Huba;;Huba;;;;;;;;;x
khaldic_dark_god;The Evil One;Le Malin;Der Böse;;El Mal;;;;;;;;;x

#Armazic details
armazic_scripture;The Holy Books;Les Livres Sacrés;Der Heiliges Büchen;;Los Libros Sagrados;;;;;;;;;x
kopala;Kopala;Kopala;Kopala;;Kopala;;;;;;;;;x
zadeni;Zadeni;Zadeni;Zadeni;;Zadeni;;;;;;;;;x
armazi;Armazi;Armazi;Armazi;;Armazi;;;;;;;;;x
ghmerti;Ghmerti;Ghmerti;Ghmerti;;Ghmerti;;;;;;;;;x
dali;Dali;Dali;Dali;;Dali;;;;;;;;;x
ga_god;Ga;Ga;Ga;;Ga;;;;;;;;;x
adgilis_deda;Adgilis Deda;Adgilis Deda;Adgilis Deda;;Adgilis Deda;;;;;;;;;x
gacim;Gacim;Gacim;Gacim;;Gacim;;;;;;;;;x
armazic_dark_god;The Hidden One;L'Occulte;Der Verbogene;;El Oculto;;;;;;;;;x

#Arabic details
arabic_scripture;The Tradition;La Tradition;Die Tradition;;La Tradición;;;;;;;;;x
dushara;Dushara;Dushara;Dushara;;Dushara;;;;;;;;;x
ailiah;Ailiah;Ailiah;Ailiah;;Ailiah;;;;;;;;;x
ta_lab;Ta'lab;Ta'lab;Ta'lab;;Ta'lab;;;;;;;;;x
orotalt;Orotalt;Orotalt;Orotalt;;Orotalt;;;;;;;;;x
manat;Manat;Manat;Manat;;Manat;;;;;;;;;x
al_qaum;Al-Qaum;Al-Qaum;Al-Qaum;;Al-Qaum;;;;;;;;;x
al_kutbay;Al-Kutbay;Al-Kutbay;Al-Kutbay;;Al-Kutbay;;;;;;;;;x
al_uzza;Al-Uzza;Al-Uzza;Al-Uzza;;Al-Uzza;;;;;;;;;x
suly_hram;Suly'Hram;Suly'Hram;Suly'Hram;;Suly'Hram;;;;;;;;;x

#Ritualistic details
ritualistic_scripture;The Scriptures;Les Écritures;Die Heiligen Schriften;;Las Escripturas;;;;;;;;;x
yazata;Yazata;Yazata;Yazata;;Yazata;;;;;;;;;x
tishtrya;Tishtrya;Tishtrya;Tishtrya;;Tishtrya;;;;;;;;;x
mah_god;Mah;Mah;Mah;;Mah;;;;;;;;;x
angra_mainyu;Angra Mainyu;Angra Mainyu;Angra Mainyu;;Angra Mainyu;;;;;;;;;x

#Chaldean details
sumerian_scripture;Enuma Elish;Enuma Elish;Enuma Elish;;Enuma Elish;;;;;;;;;x
marduk;Marduk;Marduk;Marduk;;Marduk;;;;;;;;;x
elil;Elil;Elil;Elil;;Elil;;;;;;;;;x
ea_god;Ea;Ea;Ea;;Ea;;;;;;;;;x
nergal;Nergal;Nergal;Nergal;;Nergal;;;;;;;;;x
ninlil;Ninlil;Ninlil;Ninlil;;Ninlil;;;;;;;;;x
nabu;Nabu;Nabu;Nabu;;Nabu;;;;;;;;;x
shamash;Shamash;Shamash;Shamash;;Shamash;;;;;;;;;x
ishtar;Ishtar;Ishtar;Ishtar;;Ishtar;;;;;;;;;x
ningirsu;Ninĝirsu;Ninĝirsu;Ninĝirsu;;Ninĝirsu;;;;;;;;;x
dumuzi;Dumuzi;Dumuzi;Dumuzi;;Dumuzi;;;;;;;;;x
tiamat;Tiamat;Tiamat;Tiamat;;Tiamat;;;;;;;;;x
lamashtu;Lamashtu;Lamashtu;Lamashtu;;Lamashtu;;;;;;;;;x


